Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,UNSD Geographical Grouping
Incident,2014,September,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,September,Central America,North America,Mexico,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Northern America
Incident,2014,September,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2014,September,Mixed,Mediterranean,"Egypt,Palestinian Territories,Sudan,Syrian Arab Republic",3.0,497,500,10,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2014,September,Unknown,Mediterranean,Unknown,2.0,16,18,12,0,0,1,Drowning,Central Mediterranean,Uncategorized
Incident,2014,September,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Split Incident,2014,September,Western Asia,Mediterranean,"Egypt,State of Palestine,Syrian Arab Republic",15.0,73,88,72,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2014,September,Unknown,Mediterranean,Unknown,70.0,94,164,36,0,0,1,Drowning,Central Mediterranean,Uncategorized
Incident,2014,September,Unknown,Mediterranean,Unknown,10.0,33,43,55,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2014,September,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,September,Western Asia,Western Asia,Syrian Arab Republic,1.0,0,1,0,0,1,1,Violence,Syria to Türkiye,Western Asia
Incident,2014,September,Western Asia,Western Asia,Syrian Arab Republic,2.0,0,2,0,0,2,1,Violence,Syria to Türkiye,Western Asia
Incident,2014,September,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,September,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,September,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Sub-Saharan Africa (P),Mediterranean,Unknown,2.0,6,8,0,0,1,0,Drowning,Western Mediterranean,Uncategorized
Incident,2014,October,Eastern Africa,Eastern Africa,Unknown,64.0,0,64,0,0,0,0,Drowning,Horn of Africa to Yemen crossing,Uncategorized
Incident,2014,October,Sub-Saharan Africa (P),Mediterranean,Unknown,10.0,85,95,85,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2014,October,Caribbean,Caribbean,Unknown,0.0,2,2,3,0,0,0,Drowning,Caribbean to US,Caribbean
Incident,2014,October,Unknown,Mediterranean,Unknown,3.0,0,3,646,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Central Mediterranean,Uncategorized
Incident,2014,July,Western Asia,Europe,Syrian Arab Republic,1.0,0,1,0,0,1,0,Drowning,English Channel to the UK,Uncategorized
Incident,2014,July,Western Asia,Europe,Syrian Arab Republic,1.0,0,1,0,0,1,0,Drowning,English Channel to the UK,Uncategorized
Incident,2014,October,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,Central America
Incident,2014,October,Unknown,South-eastern Asia,Unknown,0.0,4,4,0,0,4,0,Drowning,,South-eastern Asia
Incident,2014,October,Eastern Africa,Eastern Africa,Unknown,1.0,0,1,0,0,1,0,Drowning,Horn of Africa to Yemen crossing,Uncategorized
Incident,2014,October,Eastern Africa,Eastern Africa,Unknown,1.0,0,1,0,0,1,0,Drowning,Horn of Africa to Yemen crossing,Uncategorized
Incident,2014,October,Eastern Africa,Eastern Africa,Unknown,1.0,0,1,0,0,1,0,Drowning,Horn of Africa to Yemen crossing,Uncategorized
Incident,2014,October,Eastern Africa,Eastern Africa,Unknown,1.0,0,1,0,0,1,0,Drowning,Horn of Africa to Yemen crossing,Uncategorized
Incident,2014,October,Eastern Africa,Eastern Africa,Unknown,1.0,0,1,0,0,1,0,Drowning,Horn of Africa to Yemen crossing,Uncategorized
Incident,2014,October,Eastern Africa,Eastern Africa,Unknown,1.0,0,1,0,0,1,0,Drowning,Horn of Africa to Yemen crossing,Uncategorized
Incident,2014,October,Eastern Africa,Eastern Africa,Unknown,1.0,0,1,0,0,1,0,Drowning,Horn of Africa to Yemen crossing,Uncategorized
Incident,2014,October,Eastern Africa,Eastern Africa,Unknown,1.0,0,1,0,0,1,0,Drowning,Horn of Africa to Yemen crossing,Uncategorized
Incident,2014,October,Eastern Africa,Europe,Ethiopia,1.0,0,1,0,1,0,1,Vehicle accident / death linked to hazardous transport,English Channel to the UK,Western Europe
Incident,2014,October,Northern Africa,Europe,Sudan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,Western Europe
Incident,2014,October,Caribbean,Caribbean,Cuba,0.0,2,2,11,0,0,0,Drowning,Caribbean to US,Caribbean
Incident,2014,October,Unknown,Mediterranean,Unknown,0.0,20,20,93,0,0,0,Drowning,Central Mediterranean,Uncategorized
Cumulative Incident,2014,October,Central America,Central America,Guatemala,41.0,0,41,0,4,12,0,Mixed or unknown,,Central America
Incident,2014,November,Southern Asia,Western Asia,Afghanistan,27.0,11,38,6,4,0,11,Drowning,Syria to Türkiye,Western Asia
Incident,2014,November,Southern Asia,Mediterranean,Afghanistan,0.0,4,4,5,0,0,1,Drowning,Eastern Mediterranean,Uncategorized
Incident,2014,November,Eastern Africa,Eastern Africa,Ethiopia,0.0,30,30,0,0,0,0,Drowning,Horn of Africa to Yemen crossing,Eastern Africa
Incident,2014,November,Unknown,Europe,Unknown,2.0,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,Western Europe
Cumulative Incident,2014,November,Sub-Saharan Africa (P),Mediterranean,Unknown,0.0,6,6,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Cumulative Incident,2014,November,Sub-Saharan Africa (P),Mediterranean,Unknown,0.0,12,12,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2014,November,Southern Asia,Europe,Afghanistan,4.0,0,4,0,0,4,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Western Balkans,Eastern Europe
Incident,2014,December,Eastern Africa (P),Europe,Unknown,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,Western Europe
Incident,2014,December,Sub-Saharan Africa (P),Mediterranean,Unknown,17.0,0,17,75,1,15,1,"Harsh environmental conditions / lack of adequate shelter, food, water",Central Mediterranean,Uncategorized
Incident,2014,December,Sub-Saharan Africa (P),Mediterranean,Unknown,0.0,23,23,28,0,0,0,Drowning,Western Mediterranean,Uncategorized
Incident,2014,December,Eastern Africa,Western Asia,Ethiopia,21.0,3,24,0,0,0,0,Drowning,Horn of Africa to Yemen crossing,Eastern Africa
Incident,2014,December,Northern Africa,Europe,Sudan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,Northern Europe
Incident,2014,December,Caribbean,Caribbean,Cuba,0.0,1,1,0,0,1,0,Drowning,Caribbean to US,Caribbean
Incident,2014,December,Unknown,Mediterranean,Unknown,9.0,0,9,21,0,0,3,Drowning,Western Mediterranean,Uncategorized
Incident,2014,December,Unknown,Mediterranean,Unknown,5.0,0,5,0,0,1,0,Drowning,Central Mediterranean,Uncategorized
Incident,2014,December,Unknown,Mediterranean,Unknown,0.0,30,30,0,0,0,0,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2014,December,Western Asia,Mediterranean,Syrian Arab Republic,0.0,2,2,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2014,December,Western Asia,Mediterranean,Syrian Arab Republic,0.0,9,9,2,0,0,0,Drowning,Eastern Mediterranean,Uncategorized
Incident,2014,November,Unknown,Northern Africa,Unknown,1.0,0,1,0,0,0,0,Violence,Sahara Desert crossing,Northern Africa
Cumulative Incident,2014,December,Unknown,Mediterranean,Unknown,4.0,0,4,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Cumulative Incident,2014,December,South-eastern Asia,South-eastern Asia,Unknown,0.0,750,750,0,0,0,250,Mixed or unknown,,South-eastern Asia
Cumulative Incident,2014,September,Unknown,Eastern Africa,,16.0,0,16,0,0,0,0,Mixed or unknown,Horn of Africa to Yemen crossing,Uncategorized
Cumulative Incident,2014,September,Latin America / Caribbean (P),North America,Mixed,111.0,0,111,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,February,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2014,March,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Violence,US-Mexico border crossing,Northern America
Incident,2014,April,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,April,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Violence,US-Mexico border crossing,Northern America
Incident,2014,May,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,June,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,June,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,July,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,September,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Violence,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,November,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,November,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,November,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,November,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,November,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,1,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2014,November,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,November,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,November,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,December,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,December,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,December,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,December,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,December,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,December,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,December,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2014,March,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Split Incident,2014,October,Western Asia,Mediterranean,"State of Palestine,Sudan",,6,6,20,0,3,0,Drowning,Eastern Mediterranean,Uncategorized
Incident,2015,January,Eastern Africa,Eastern Africa,Ethiopia,1.0,0,1,1,0,0,0,Violence,,Eastern Africa
Incident,2015,January,Eastern Africa,Eastern Africa,Somalia,2.0,0,2,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",,Eastern Africa
Incident,2015,January,Eastern Africa (P),Western Asia,Unknown,1.0,0,1,0,1,0,0,Mixed or unknown,,Western Asia
Incident,2015,January,Eastern Africa (P),Western Asia,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,,Western Asia
Incident,2015,January,South-eastern Asia,South-eastern Asia,Myanmar,3.0,0,3,0,0,1,0,Violence,,South-eastern Asia
Incident,2015,January,Caribbean,Caribbean,Cuba,1.0,0,1,3,0,1,0,Drowning,,Caribbean
Incident,2015,January,Western Asia,Europe,Syrian Arab Republic,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",,Southern Europe
Incident,2015,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2015,January,Unknown,Mediterranean,Unknown,5.0,0,5,16,0,0,0,Drowning,Western Mediterranean,Uncategorized
Incident,2015,January,Eastern Africa,Eastern Africa,Zimbabwe,2.0,0,2,2,0,0,0,Drowning,,Eastern Africa
Incident,2015,January,Western Asia,Europe,Syrian Arab Republic,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Western Balkans,Southern Europe
Incident,2015,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2015,January,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2015,January,South-eastern Asia,South-eastern Asia,Myanmar,1.0,0,1,97,1,0,0,Violence,,South-eastern Asia
Incident,2015,January,South-eastern Asia,South-eastern Asia,Myanmar,2.0,0,2,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",,South-eastern Asia
Incident,2015,January,Southern Asia,South-eastern Asia,Cambodia,6.0,0,6,5,2,0,0,Vehicle accident / death linked to hazardous transport,,South-eastern Asia
Incident,2015,January,Unknown,Mediterranean,Unknown,9.0,36,45,27,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2015,January,Central America,Central America,Honduras,1.0,0,1,0,0,1,0,Violence,,Central America
